"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs10036386"	-0.563450514844849	0.472779955588137	0.233346840140874
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs1032129"	-0.195620800244558	0.485634648061027	0.687084508061591
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs10424978"	0.832138825088124	0.400305318111637	0.0376393824863645
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs10956412"	0.35598391667099	0.396959372751534	0.369838082920673
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs11256448"	0.945796622565005	0.418481109876944	0.023816903660695
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs11258303"	1.86623064594473	0.455975297447874	4.26135029975366e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs113229608"	-0.374835267856437	0.640623792350562	0.55847388048426
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs11571297"	0.806369009855978	0.162439063107514	6.90088705009196e-07
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs11675342"	-0.260496857280371	0.308699097652758	0.398751196864024
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs11783023"	-0.364218515634545	0.477661026270765	0.445759166213917
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs12325861"	0.480215327612887	0.349232261738562	0.169112831760273
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs12980063"	-1.66834757137356	1.36180006986337	0.220535800756612
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs13090803"	0.902418567223559	0.351568137333851	0.0102630452886992
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs13145888"	0.611989712840127	0.273991586722626	0.0255088980407172
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs13212936"	0.737723097633453	0.526741956477653	0.161351720556077
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs13333582"	0.557122377305916	0.492159378200413	0.257636176045539
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs13399762"	0.0879323782210747	0.363236165531407	0.808717818243321
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"ebi-a-GCST000679"	25708	"rs1534430"	0.602593067913988	0.395393577497676	0.127500336582055
