"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs10425559"	15.7537019031463	3.76271336825846	2.82923663246858e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs10768122"	15.8352146901725	3.75922463557722	2.52714203569361e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs10983700"	16.5341265138228	3.74907224581712	1.03279249592752e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs11073337"	15.6002852575021	3.76682666284195	3.45052804557923e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs11571302"	15.7157848352203	3.91034893802633	5.84398070221935e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs11675342"	16.2408713503597	3.72943397988486	1.33199508343079e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs12325861"	15.8743185096826	3.76311606058033	2.46045029319833e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs13383352"	15.9949685221803	3.747042550978	1.9662302150245e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs1534430"	15.8068499168848	3.75733009278773	2.58855592416932e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs16918198"	15.7616356824496	3.74392620391952	2.55459353729354e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs174584"	15.7448337218265	3.75030749885489	2.68952256074201e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs2111485"	15.8489917056525	3.76010765261569	2.49737587817797e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs2412971"	15.7038212167394	3.75822137586407	2.93406009340365e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs2476601"	10.5965981325773	3.41076078639549	0.00189115577661892
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs2744944"	15.7545391451872	3.75236273376987	2.68611657827694e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs28157"	15.3831873161939	3.7175726551112	3.50399072547247e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs2856822"	13.6951451713737	3.45532125541412	7.38607111489626e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs2858483"	15.8816020856098	3.77432824076293	2.57873860053829e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs3130969"	16.2441068554766	3.6273088248862	7.52466409752141e-06
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs3184504"	16.4170044175715	3.8944694474592	2.4926269757171e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs34001253"	16.2877612529303	3.68177797509106	9.69417712275075e-06
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs34801483"	15.7266686313564	3.74852830330195	2.72360634044886e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs3732378"	15.8350810603243	3.73620377988092	2.25237862991923e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs4409785"	15.7505916903181	3.75528787448416	2.73783779486844e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs4915076"	16.2531135679753	3.78600076313593	1.76314388379864e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs683763"	16.1928071768477	3.73602205732057	1.46266152069765e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs7072793"	15.3174932860835	3.73970739964453	4.20518940160426e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs71508903"	15.6510586393697	3.72214778260492	2.61259852619252e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs71571466"	15.7605009571166	3.74469629354201	2.56784144295115e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs744253"	15.5121766504066	3.74362341228433	3.41856566708001e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs7655751"	15.8133140090562	3.77887502883955	2.8559096097715e-05
"Hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-190"	"ebi-a-GCST000679"	25708	"rs7751251"	15.7979897811607	3.73925467613391	2.39043297900892e-05
