"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs10036386"	-1.08672054569452	0.595461087105355	0.0680000000000002
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1032129"	-0.571575348049856	0.529079991864884	0.279999999999998
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs10424978"	1.27163766165927	0.449833594427655	0.00470000000000006
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1088898"	0.500422536251231	0.677302118569076	0.460000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs10956412"	-0.169035853086959	0.313705549719098	0.589999999999998
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs11256448"	1.19814092547809	0.379650293048286	0.00159999999999997
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs11258303"	1.77365834964938	0.426488779520294	3.20000000000007e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs11571297"	1.30476568746579	0.152373094405634	1.09999999999992e-17
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs11675342"	-0.374877190012179	0.475014134715548	0.43
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs11783023"	-0.258152596255998	0.421258361099257	0.54
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs12089835"	0.544049528341899	0.646430373473658	0.400000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs12325861"	1.09024748439262	0.330758260750489	0.000980000000000029
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs12582330"	0.206478425916007	0.313398016222311	0.509999999999996
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs12980063"	1.70434237201735	0.565953359637972	0.00259999999999993
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13090803"	1.45418135063894	0.33704898799137	1.59999999999997e-05
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13145888"	0.694456028503617	0.348029646568882	0.0460000000000007
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13212936"	-0.183114825256901	0.443954409949057	0.679999999999999
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13333582"	-0.117910230249368	0.465409822294931	0.8
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs13399762"	0.256925539736721	0.503703018117525	0.61
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1534430"	0.647045502209554	0.39337573362608	0.1
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1549142"	0.414127352151242	0.407918010643405	0.310000000000001
"Non-cancer illness code self-reported: hypothyroidism/myxoedema"	"Rheumatoid arthritis"	"ukb-a-77"	"dR0gZR"	NA	"rs1561924"	2.09263300156051	0.422480369900605	7.29999999999928e-07
