"exposure"	"outcome"	"id.exposure"	"id.outcome"	"samplesize"	"SNP"	"b"	"se"	"p"
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs10425559"	3.21455906197134	0.655628311732885	9.43741243511917e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs10768122"	3.25094097987188	0.658837550988458	8.04144247366105e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs10983700"	3.34016575724626	0.664001305606242	4.89559174175116e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs11073337"	3.16046342588718	0.653766595347876	1.33656494658895e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs11571302"	3.13849369145979	0.671856633971074	2.99191433534371e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs11675342"	3.24575088036477	0.651573353380389	6.31242115712711e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs12325861"	3.21467190438542	0.656924686284411	9.90499193754595e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs12582330"	3.25753041931081	0.655099059278403	6.60687656044224e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs13383352"	3.22984824197749	0.652959454390067	7.55690565059594e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs1534430"	3.23095608629997	0.65512837592087	8.14791607900086e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs16918198"	3.23039379929147	0.653850234633589	7.78939435612954e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs174584"	3.20692997863123	0.65453499969197	9.60541476994047e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs2079174"	3.22433262227078	0.66114291116637	1.07762102013237e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs2111485"	3.23224768656518	0.656677568018552	8.56104260972663e-07
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs2412971"	3.19660180261353	0.655216782720305	1.06790910167703e-06
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs2476601"	2.32584671843705	0.599653610161603	0.000105037576017408
"Treatment/medication code: levothyroxine sodium"	"Rheumatoid arthritis"	"ukb-a-190"	"yIuBvR"	NA	"rs28157"	3.17161584569992	0.651319580106635	1.11867814908277e-06
